065941000;+03:00;2760673469;193.53;1000;;;
065941000;+03:00;2760673470;193.53;600;;;
065941000;+03:00;2760673471;193.53;920;;;
065941000;+03:00;2760673472;193.53;80;;;
065941000;+03:00;2760673473;193.53;300;;;
065941000;+03:00;2760673474;193.53;500;;;
065941000;+03:00;2760673475;193.53;160;;;
065941000;+03:00;2760673476;193.53;20;;;
065941000;+03:00;2760673477;193.53;500;;;
065941000;+03:00;2760673478;193.53;3000;;;
065941000;+03:00;2760673479;193.53;10;;;
065941000;+03:00;2760673480;193.53;10;;;
065941000;+03:00;2760673481;193.53;3000;;;
065941000;+03:00;2760673482;193.53;4160;;;
065941000;+03:00;2760673483;193.53;530;;;
065941000;+03:00;2760673484;193.53;1230;;;
065941000;+03:00;2760673485;193.53;840;;;
065941000;+03:00;2760673486;193.53;100;;;
065941000;+03:00;2760673487;193.53;250;;;
065941000;+03:00;2760673488;193.53;2550;;;
065941000;+03:00;2760673489;193.53;340;;;
065941000;+03:00;2760673490;193.53;2210;;;
065941000;+03:00;2760673491;193.53;50;;;
065941000;+03:00;2760673492;193.53;60;;;
065941000;+03:00;2760673493;193.53;10;;;
065941000;+03:00;2760673494;193.53;10;;;
065941000;+03:00;2760673495;193.53;10;;;
065941000;+03:00;2760673496;193.53;10;;;
065941000;+03:00;2760673497;193.53;640;;;
065941000;+03:00;2760673498;193.53;1690;;;
065941000;+03:00;2760673499;193.53;10;;;
065941000;+03:00;2760673500;193.53;10;;;
065941000;+03:00;2760673501;193.53;10;;;
065941000;+03:00;2760673502;193.53;10;;;
065941000;+03:00;2760673503;193.53;10;;;
065941000;+03:00;2760673504;193.53;10;;;
065941000;+03:00;2760673505;193.53;10;;;
065941000;+03:00;2760673506;193.53;10;;;
065941000;+03:00;2760673507;193.53;10;;;
065941000;+03:00;2760673508;193.53;10;;;
065941000;+03:00;2760673509;193.53;10;;;
065941000;+03:00;2760673510;193.53;10;;;
065941000;+03:00;2760673511;193.53;10;;;
065941000;+03:00;2760673512;193.53;10;;;
065941000;+03:00;2760673513;193.53;10;;;
065941000;+03:00;2760673514;193.53;10;;;
065941000;+03:00;2760673515;193.53;10;;;
065941000;+03:00;2760673516;193.53;140;;;
065941000;+03:00;2760673517;193.53;500;;;
065941000;+03:00;2760673518;193.53;1940;;;
065941000;+03:00;2760673519;193.53;10;;;
065941000;+03:00;2760673520;193.53;10;;;
065941000;+03:00;2760673521;193.53;10;;;
065941000;+03:00;2760673522;193.53;10;;;
065941000;+03:00;2760673523;193.53;10;;;
065941000;+03:00;2760673524;193.53;340;;;
065941000;+03:00;2760673525;193.53;10;;;
065941000;+03:00;2760673526;193.53;10;;;
065941000;+03:00;2760673527;193.53;10;;;
065941000;+03:00;2760673528;193.53;10;;;
065941000;+03:00;2760673529;193.53;10;;;
065941000;+03:00;2760673530;193.53;10;;;
